Country,Date,DeathCount
France,2/19/2020,1
France,2/20/2020,1
France,2/21/2020,1
France,2/22/2020,1
France,2/23/2020,1
France,2/24/2020,1
France,2/25/2020,1
France,2/26/2020,2
France,2/27/2020,2
France,2/28/2020,2
France,2/29/2020,2
France,3/1/2020,2
France,3/2/2020,3
France,3/3/2020,4
France,3/4/2020,4
France,3/5/2020,6
France,3/6/2020,9
France,3/7/2020,11
France,3/8/2020,19
France,3/9/2020,19
France,3/10/2020,33
France,3/11/2020,48
France,3/12/2020,48
France,3/13/2020,79
France,3/14/2020,91
France,3/15/2020,91
France,3/16/2020,148
France,3/17/2020,148
France,3/18/2020,148
France,3/19/2020,243
France,3/20/2020,450
France,3/21/2020,562
France,3/22/2020,674
France,3/23/2020,860
France,3/24/2020,1100
France,3/25/2020,1331
France,3/26/2020,1696
France,3/27/2020,1995
France,3/28/2020,2314
France,3/29/2020,2606
France,3/30/2020,3024
France,3/31/2020,3523
France,4/1/2020,4403
France,4/2/2020,5387
France,4/3/2020,6507
France,4/4/2020,7560
France,4/5/2020,8078
France,4/6/2020,8911
France,4/7/2020,10328
France,4/8/2020,10869
France,4/9/2020,12210
France,4/10/2020,13197
France,4/11/2020,13832
France,4/12/2020,14393
France,4/13/2020,14967
France,4/14/2020,15712
France,4/15/2020,17148
France,4/16/2020,17901
France,4/17/2020,18661
France,4/18/2020,19303
France,4/19/2020,19694
France,4/20/2020,20240
France,4/21/2020,20765
France,4/22/2020,21309
France,4/23/2020,21825
France,4/24/2020,22214
France,4/25/2020,22583
France,4/26/2020,22825
France,4/27/2020,23262
France,4/28/2020,23629
France,4/29/2020,24056
France,4/30/2020,24345
France,5/1/2020,24563
France,5/2/2020,24729
France,5/3/2020,24864
France,5/4/2020,25168
France,5/5/2020,25498
France,5/6/2020,25772
France,5/7/2020,25949
France,5/8/2020,26192
France,5/9/2020,26271
France,5/10/2020,26341
France,5/11/2020,26604
France,5/12/2020,26951
France,5/13/2020,27032
France,5/14/2020,27381
France,5/15/2020,27485
France,5/16/2020,27483
France,5/17/2020,28062
France,5/18/2020,28193
France,5/19/2020,27976
France,5/20/2020,28084
France,5/21/2020,28167
France,5/22/2020,28241
France,5/23/2020,28284
France,5/24/2020,28317
France,5/25/2020,28407
France,5/26/2020,28480
France,5/27/2020,28546
France,5/28/2020,28611
France,5/29/2020,28663
France,5/30/2020,28720
France,5/31/2020,28751
France,6/1/2020,28779
France,6/2/2020,28886
France,6/3/2020,28967
France,6/4/2020,29010
France,6/5/2020,29056
France,6/6/2020,29087
France,6/7/2020,29100
France,6/8/2020,29153
France,6/9/2020,29237
France,6/10/2020,29260
France,6/11/2020,29287
France,6/12/2020,29315
France,6/13/2020,29339
France,6/14/2020,29346
France,6/15/2020,29375
France,6/16/2020,29484
France,6/17/2020,29512
France,6/18/2020,29540
France,6/19/2020,29554
France,6/20/2020,29568
France,6/21/2020,29574
France,6/22/2020,29595
France,6/23/2020,29652
France,6/24/2020,29661
France,6/25/2020,29680
France,6/26/2020,29705
France,6/27/2020,29704
France,6/28/2020,29704
France,6/29/2020,29736
France,6/30/2020,29763
France,7/1/2020,29780
France,7/2/2020,29794
France,7/3/2020,29812
France,7/4/2020,29812
France,7/5/2020,29813
France,7/6/2020,29836
France,7/7/2020,29847
France,7/8/2020,29846
France,7/9/2020,29889
France,7/10/2020,29912
France,7/11/2020,29909
France,7/12/2020,29909
France,7/13/2020,29931
France,7/14/2020,29929
France,7/15/2020,30018
France,7/16/2020,30035
France,7/17/2020,30049
France,7/18/2020,30046
France,7/19/2020,30046
France,7/20/2020,30069
France,7/21/2020,30056
France,7/22/2020,30063
France,7/23/2020,30072
France,7/24/2020,30081
France,7/25/2020,30081
France,7/26/2020,30081
France,7/27/2020,30096
France,7/28/2020,30109
France,7/29/2020,30108
France,7/30/2020,30123
France,7/31/2020,30150
France,8/1/2020,30150
France,8/2/2020,30150
France,8/3/2020,30149
France,8/4/2020,30177
France,8/5/2020,30174
France,8/6/2020,30185
France,8/7/2020,30203
France,8/8/2020,30202
France,8/9/2020,30202
France,8/10/2020,30201
France,8/11/2020,30201
France,8/12/2020,30247
France,8/13/2020,30263
France,8/14/2020,30279
France,8/15/2020,30279
France,8/16/2020,30279
France,8/17/2020,30302
France,8/18/2020,30301
France,8/19/2020,30300
France,8/20/2020,30300
France,8/21/2020,30373
France,8/22/2020,30381
France,8/23/2020,30382
France,8/24/2020,30396
France,8/25/2020,30412
France,8/26/2020,30412
France,8/27/2020,30441
France,8/28/2020,30460
France,8/29/2020,30460
France,8/30/2020,30470
France,8/31/2020,30495
France,9/1/2020,30518
France,9/2/2020,30539
France,9/3/2020,30559
France,9/4/2020,30576
France,9/5/2020,30575
France,9/6/2020,30573
France,9/7/2020,30575
France,9/8/2020,30613
France,9/9/2020,30643
France,9/10/2020,30656
France,9/11/2020,30735
France,9/12/2020,30735
France,9/13/2020,30735
France,9/14/2020,30790
France,9/15/2020,30838
France,9/16/2020,30884
France,9/17/2020,30931
France,9/18/2020,31085
France,9/19/2020,31085
France,9/20/2020,31085
France,9/21/2020,31174
France,9/22/2020,31252
France,9/23/2020,31252
France,9/24/2020,31333
France,9/25/2020,31483
France,9/26/2020,31483
France,9/27/2020,31483
France,9/28/2020,31549
France,9/29/2020,31711
France,9/30/2020,31769
France,10/1/2020,31816
France,10/2/2020,31952
France,10/3/2020,31952
France,10/4/2020,31952
France,10/5/2020,32096
France,10/6/2020,32140
France,10/7/2020,32219
France,10/8/2020,32295
France,10/9/2020,32356
France,10/10/2020,32356
France,10/11/2020,32356
France,10/12/2020,32456
France,10/13/2020,32714
France,10/14/2020,32788
France,10/15/2020,32876
France,10/16/2020,33054
France,10/17/2020,33054
France,10/18/2020,33054
France,10/19/2020,33374
France,10/20/2020,33636
France,10/21/2020,33777
France,10/22/2020,33939
France,10/23/2020,34236
France,10/24/2020,34236
France,10/25/2020,34373
India,1/22/2020,0
India,1/23/2020,0
India,1/24/2020,0
India,1/25/2020,0
India,1/26/2020,0
India,1/27/2020,0
India,1/28/2020,0
India,1/29/2020,0
India,1/30/2020,0
India,1/31/2020,0
India,2/1/2020,0
India,2/2/2020,0
India,2/3/2020,0
India,2/4/2020,0
India,2/5/2020,0
India,2/6/2020,0
India,2/7/2020,0
India,2/8/2020,0
India,2/9/2020,0
India,2/10/2020,0
India,2/11/2020,0
India,2/12/2020,0
India,2/13/2020,0
India,2/14/2020,0
India,2/15/2020,0
India,2/16/2020,0
India,2/17/2020,0
India,2/18/2020,0
India,2/19/2020,0
India,2/20/2020,0
India,2/21/2020,0
India,2/22/2020,0
India,2/23/2020,0
India,2/24/2020,0
India,2/25/2020,0
India,2/26/2020,0
India,2/27/2020,0
India,2/28/2020,0
India,2/29/2020,0
India,3/1/2020,0
India,3/2/2020,0
India,3/3/2020,0
India,3/4/2020,0
India,3/5/2020,0
India,3/6/2020,0
India,3/7/2020,0
India,3/8/2020,0
India,3/9/2020,0
India,3/10/2020,0
India,3/11/2020,1
India,3/12/2020,1
India,3/13/2020,2
India,3/14/2020,2
India,3/15/2020,2
India,3/16/2020,2
India,3/17/2020,3
India,3/18/2020,3
India,3/19/2020,4
India,3/20/2020,5
India,3/21/2020,4
India,3/22/2020,7
India,3/23/2020,10
India,3/24/2020,10
India,3/25/2020,12
India,3/26/2020,20
India,3/27/2020,20
India,3/28/2020,24
India,3/29/2020,27
India,3/30/2020,32
India,3/31/2020,35
India,4/1/2020,58
India,4/2/2020,72
India,4/3/2020,72
India,4/4/2020,86
India,4/5/2020,99
India,4/6/2020,136
India,4/7/2020,150
India,4/8/2020,178
India,4/9/2020,226
India,4/10/2020,246
India,4/11/2020,288
India,4/12/2020,331
India,4/13/2020,358
India,4/14/2020,393
India,4/15/2020,405
India,4/16/2020,448
India,4/17/2020,486
India,4/18/2020,521
India,4/19/2020,559
India,4/20/2020,592
India,4/21/2020,645
India,4/22/2020,681
India,4/23/2020,721
India,4/24/2020,780
India,4/25/2020,825
India,4/26/2020,881
India,4/27/2020,939
India,4/28/2020,1008
India,4/29/2020,1079
India,4/30/2020,1154
India,5/1/2020,1223
India,5/2/2020,1323
India,5/3/2020,1391
India,5/4/2020,1566
India,5/5/2020,1693
India,5/6/2020,1785
India,5/7/2020,1889
India,5/8/2020,1985
India,5/9/2020,2101
India,5/10/2020,2212
India,5/11/2020,2294
India,5/12/2020,2415
India,5/13/2020,2551
India,5/14/2020,2649
India,5/15/2020,2753
India,5/16/2020,2871
India,5/17/2020,3025
India,5/18/2020,3156
India,5/19/2020,3302
India,5/20/2020,3434
India,5/21/2020,3584
India,5/22/2020,3726
India,5/23/2020,3868
India,5/24/2020,4024
India,5/25/2020,4172
India,5/26/2020,4344
India,5/27/2020,4534
India,5/28/2020,4711
India,5/29/2020,4980
India,5/30/2020,5185
India,5/31/2020,5408
India,6/1/2020,5608
India,6/2/2020,5829
India,6/3/2020,6088
India,6/4/2020,6363
India,6/5/2020,6649
India,6/6/2020,6946
India,6/7/2020,7207
India,6/8/2020,7473
India,6/9/2020,7750
India,6/10/2020,8102
India,6/11/2020,8498
India,6/12/2020,8884
India,6/13/2020,9195
India,6/14/2020,9520
India,6/15/2020,9900
India,6/16/2020,11903
India,6/17/2020,12237
India,6/18/2020,12573
India,6/19/2020,12948
India,6/20/2020,13254
India,6/21/2020,13699
India,6/22/2020,14011
India,6/23/2020,14476
India,6/24/2020,14894
India,6/25/2020,15301
India,6/26/2020,15685
India,6/27/2020,16095
India,6/28/2020,16475
India,6/29/2020,16893
India,6/30/2020,17400
India,7/1/2020,17834
India,7/2/2020,18213
India,7/3/2020,18655
India,7/4/2020,19268
India,7/5/2020,19693
India,7/6/2020,20159
India,7/7/2020,20642
India,7/8/2020,21129
India,7/9/2020,21604
India,7/10/2020,22123
India,7/11/2020,22673
India,7/12/2020,23174
India,7/13/2020,23727
India,7/14/2020,24309
India,7/15/2020,24914
India,7/16/2020,25602
India,7/17/2020,26273
India,7/18/2020,26816
India,7/19/2020,27497
India,7/20/2020,28082
India,7/21/2020,28732
India,7/22/2020,29861
India,7/23/2020,30601
India,7/24/2020,31358
India,7/25/2020,32060
India,7/26/2020,32771
India,7/27/2020,33408
India,7/28/2020,34193
India,7/29/2020,34955
India,7/30/2020,35718
India,7/31/2020,36511
India,8/1/2020,37364
India,8/2/2020,38135
India,8/3/2020,38938
India,8/4/2020,39795
India,8/5/2020,40699
India,8/6/2020,41585
India,8/7/2020,42518
India,8/8/2020,43379
India,8/9/2020,44386
India,8/10/2020,45257
India,8/11/2020,46091
India,8/12/2020,47033
India,8/13/2020,48040
India,8/14/2020,49036
India,8/15/2020,49980
India,8/16/2020,50921
India,8/17/2020,51797
India,8/18/2020,52888
India,8/19/2020,53866
India,8/20/2020,54849
India,8/21/2020,55794
India,8/22/2020,56706
India,8/23/2020,57542
India,8/24/2020,58390
India,8/25/2020,59357
India,8/26/2020,60472
India,8/27/2020,61529
India,8/28/2020,62550
India,8/29/2020,63498
India,8/30/2020,64469
India,8/31/2020,65288
India,9/1/2020,66333
India,9/2/2020,67376
India,9/3/2020,68472
India,9/4/2020,69561
India,9/5/2020,70626
India,9/6/2020,71642
India,9/7/2020,72775
India,9/8/2020,73890
India,9/9/2020,75062
India,9/10/2020,76271
India,9/11/2020,77472
India,9/12/2020,78586
India,9/13/2020,79722
India,9/14/2020,80776
India,9/15/2020,82066
India,9/16/2020,83198
India,9/17/2020,84372
India,9/18/2020,85619
India,9/19/2020,86752
India,9/20/2020,87882
India,9/21/2020,88935
India,9/22/2020,90020
India,9/23/2020,91149
India,9/24/2020,92290
India,9/25/2020,93379
India,9/26/2020,94503
India,9/27/2020,95542
India,9/28/2020,96318
India,9/29/2020,97497
India,9/30/2020,98678
India,10/1/2020,99773
India,10/2/2020,100842
India,10/3/2020,101782
India,10/4/2020,102685
India,10/5/2020,103569
India,10/6/2020,104555
India,10/7/2020,105526
India,10/8/2020,106490
India,10/9/2020,107416
India,10/10/2020,108334
India,10/11/2020,109150
India,10/12/2020,109856
India,10/13/2020,110586
India,10/14/2020,111266
India,10/15/2020,112161
India,10/16/2020,112998
India,10/17/2020,114031
India,10/18/2020,114610
India,10/19/2020,115197
India,10/20/2020,115914
India,10/21/2020,116616
India,10/22/2020,117306
India,10/23/2020,117956
India,10/24/2020,118534
India,10/25/2020,119014
Russia,1/22/2020,0
Russia,1/23/2020,0
Russia,1/24/2020,0
Russia,1/25/2020,0
Russia,1/26/2020,0
Russia,1/27/2020,0
Russia,1/28/2020,0
Russia,1/29/2020,0
Russia,1/30/2020,0
Russia,1/31/2020,0
Russia,2/1/2020,0
Russia,2/2/2020,0
Russia,2/3/2020,0
Russia,2/4/2020,0
Russia,2/5/2020,0
Russia,2/6/2020,0
Russia,2/7/2020,0
Russia,2/8/2020,0
Russia,2/9/2020,0
Russia,2/10/2020,0
Russia,2/11/2020,0
Russia,2/12/2020,0
Russia,2/13/2020,0
Russia,2/14/2020,0
Russia,2/15/2020,0
Russia,2/16/2020,0
Russia,2/17/2020,0
Russia,2/18/2020,0
Russia,2/19/2020,0
Russia,2/20/2020,0
Russia,2/21/2020,0
Russia,2/22/2020,0
Russia,2/23/2020,0
Russia,2/24/2020,0
Russia,2/25/2020,0
Russia,2/26/2020,0
Russia,2/27/2020,0
Russia,2/28/2020,0
Russia,2/29/2020,0
Russia,3/1/2020,0
Russia,3/2/2020,0
Russia,3/3/2020,0
Russia,3/4/2020,0
Russia,3/5/2020,0
Russia,3/6/2020,0
Russia,3/7/2020,0
Russia,3/8/2020,0
Russia,3/9/2020,0
Russia,3/10/2020,0
Russia,3/11/2020,0
Russia,3/12/2020,0
Russia,3/13/2020,0
Russia,3/14/2020,0
Russia,3/15/2020,0
Russia,3/16/2020,0
Russia,3/17/2020,0
Russia,3/18/2020,0
Russia,3/19/2020,1
Russia,3/20/2020,1
Russia,3/21/2020,1
Russia,3/22/2020,1
Russia,3/23/2020,1
Russia,3/24/2020,1
Russia,3/25/2020,3
Russia,3/26/2020,3
Russia,3/27/2020,4
Russia,3/28/2020,4
Russia,3/29/2020,8
Russia,3/30/2020,9
Russia,3/31/2020,17
Russia,4/1/2020,24
Russia,4/2/2020,30
Russia,4/3/2020,34
Russia,4/4/2020,43
Russia,4/5/2020,45
Russia,4/6/2020,47
Russia,4/7/2020,58
Russia,4/8/2020,63
Russia,4/9/2020,76
Russia,4/10/2020,94
Russia,4/11/2020,106
Russia,4/12/2020,130
Russia,4/13/2020,148
Russia,4/14/2020,170
Russia,4/15/2020,198
Russia,4/16/2020,232
Russia,4/17/2020,273
Russia,4/18/2020,313
Russia,4/19/2020,361
Russia,4/20/2020,405
Russia,4/21/2020,456
Russia,4/22/2020,513
Russia,4/23/2020,555
Russia,4/24/2020,615
Russia,4/25/2020,681
Russia,4/26/2020,747
Russia,4/27/2020,794
Russia,4/28/2020,867
Russia,4/29/2020,972
Russia,4/30/2020,1073
Russia,5/1/2020,1169
Russia,5/2/2020,1222
Russia,5/3/2020,1280
Russia,5/4/2020,1356
Russia,5/5/2020,1451
Russia,5/6/2020,1537
Russia,5/7/2020,1625
Russia,5/8/2020,1723
Russia,5/9/2020,1827
Russia,5/10/2020,1915
Russia,5/11/2020,2009
Russia,5/12/2020,2116
Russia,5/13/2020,2212
Russia,5/14/2020,2305
Russia,5/15/2020,2418
Russia,5/16/2020,2537
Russia,5/17/2020,2631
Russia,5/18/2020,2722
Russia,5/19/2020,2837
Russia,5/20/2020,2972
Russia,5/21/2020,3099
Russia,5/22/2020,3249
Russia,5/23/2020,3388
Russia,5/24/2020,3541
Russia,5/25/2020,3633
Russia,5/26/2020,3807
Russia,5/27/2020,3968
Russia,5/28/2020,4142
Russia,5/29/2020,4374
Russia,5/30/2020,4555
Russia,5/31/2020,4693
Russia,6/1/2020,4849
Russia,6/2/2020,5031
Russia,6/3/2020,5208
Russia,6/4/2020,5376
Russia,6/5/2020,5520
Russia,6/6/2020,5717
Russia,6/7/2020,5851
Russia,6/8/2020,5963
Russia,6/9/2020,6134
Russia,6/10/2020,6350
Russia,6/11/2020,6522
Russia,6/12/2020,6705
Russia,6/13/2020,6819
Russia,6/14/2020,6938
Russia,6/15/2020,7081
Russia,6/16/2020,7274
Russia,6/17/2020,7468
Russia,6/18/2020,7650
Russia,6/19/2020,7831
Russia,6/20/2020,7992
Russia,6/21/2020,8101
Russia,6/22/2020,8196
Russia,6/23/2020,8349
Russia,6/24/2020,8503
Russia,6/25/2020,8594
Russia,6/26/2020,8770
Russia,6/27/2020,8958
Russia,6/28/2020,9060
Russia,6/29/2020,9152
Russia,6/30/2020,9306
Russia,7/1/2020,9521
Russia,7/2/2020,9668
Russia,7/3/2020,9844
Russia,7/4/2020,10011
Russia,7/5/2020,10145
Russia,7/6/2020,10280
Russia,7/7/2020,10478
Russia,7/8/2020,10650
Russia,7/9/2020,10826
Russia,7/10/2020,11000
Russia,7/11/2020,11188
Russia,7/12/2020,11318
Russia,7/13/2020,11422
Russia,7/14/2020,11597
Russia,7/15/2020,11753
Russia,7/16/2020,11920
Russia,7/17/2020,12106
Russia,7/18/2020,12228
Russia,7/19/2020,12323
Russia,7/20/2020,12408
Russia,7/21/2020,12561
Russia,7/22/2020,12726
Russia,7/23/2020,12873
Russia,7/24/2020,13026
Russia,7/25/2020,13172
Russia,7/26/2020,13249
Russia,7/27/2020,13334
Russia,7/28/2020,13483
Russia,7/29/2020,13650
Russia,7/30/2020,13778
Russia,7/31/2020,13939
Russia,8/1/2020,14034
Russia,8/2/2020,14104
Russia,8/3/2020,14183
Russia,8/4/2020,14327
Russia,8/5/2020,14465
Russia,8/6/2020,14579
Russia,8/7/2020,14698
Russia,8/8/2020,14827
Russia,8/9/2020,14903
Russia,8/10/2020,14973
Russia,8/11/2020,15103
Russia,8/12/2020,15231
Russia,8/13/2020,15353
Russia,8/14/2020,15467
Russia,8/15/2020,15585
Russia,8/16/2020,15653
Russia,8/17/2020,15707
Russia,8/18/2020,15836
Russia,8/19/2020,15951
Russia,8/20/2020,16058
Russia,8/21/2020,16148
Russia,8/22/2020,16268
Russia,8/23/2020,16341
Russia,8/24/2020,16406
Russia,8/25/2020,16524
Russia,8/26/2020,16638
Russia,8/27/2020,16758
Russia,8/28/2020,16866
Russia,8/29/2020,16977
Russia,8/30/2020,17045
Russia,8/31/2020,17128
Russia,9/1/2020,17250
Russia,9/2/2020,17365
Russia,9/3/2020,17479
Russia,9/4/2020,17598
Russia,9/5/2020,17707
Russia,9/6/2020,17768
Russia,9/7/2020,17818
Russia,9/8/2020,17939
Russia,9/9/2020,18080
Russia,9/10/2020,18207
Russia,9/11/2020,18309
Russia,9/12/2020,18426
Russia,9/13/2020,18517
Russia,9/14/2020,18573
Russia,9/15/2020,18723
Russia,9/16/2020,18853
Russia,9/17/2020,18996
Russia,9/18/2020,19128
Russia,9/19/2020,19270
Russia,9/20/2020,19349
Russia,9/21/2020,19420
Russia,9/22/2020,19575
Russia,9/23/2020,19720
Russia,9/24/2020,19867
